YAL062W	YAL061W	YAL060W	YAL059W	YAL058W	YAL056W	YAL055W	YAL054C	YAL053W	YAL051W	YAL049C	YAL048C	YAL047C	YAL046C	YAL044W.A	YAL044C	YAL043C	YAL042C.A	YAL042W	YAL041W	YAL040C	YAL039C	YAL038W	YAL037C.B	YAL037W	YAL036C	YAL035W	YAL034W.A	YAL034C	YAL033W	YAL032C	YAL031C	YAL030W	YAL029C	YAL028W	YAL027W	YAL026C.A	YAL026C	YAL025C	YAL024C	YAL023C	YAL022C	YAL021C	YAL020C	YAL019W	YAL017W	YAL016C.A	YAL016W	YAL015C	YAL014C	YAL013W	YAL012W	YAL011W	YAL010C	YAL009W	YAL008W	YAL007C	YAL005C	YAL003W	YAL002W	YAL001C	YAR002W	YAR002C.A	YAR003W	YAR007C	YAR008W	YAR009C	YAR010C	YAR014C	YAR015W	YAR018C	YAR019C	YAR020C	YAR023C	YAR027W	YAR028W	YAR029W	YAR033W	YAR035W	YAR042W	YAR050W	YAR071W
4.87132798215739	4.43878005123448	7.46783530177321	6.55149977529528	5.08730021795787	5.01676169654556	4.53448519508602	2.41697497182987	6.51880224376542	3.83891440488148	7.74068317962823	4.91399354892355	4.45921633894129	5.68159701100004	6.79989920136314	9.83970861740833	5.79347193512435	1.14687933061126	7.97919925016753	5.98081956803837	6.29599738469479	6.28729933809746	11.8386950681092	3.29350754686819	3.98312614094542	7.32608958774664	7.89899157621911	4.88505022599382	5.23053876738463	6.29846684700613	5.08907357538743	4.71863833279501	7.52008484027081	5.37300808345403	2.72791430657652	4.95442214574738	5.23837163648888	5.26843042995631	8.07671656534812	3.88656761025222	7.89547271606167	5.72907211964629	5.25299599922362	5.63376162788134	5.75299945756763	4.63543800585673	2.20615103589368	6.79728206039058	5.27951967334437	6.34877686216288	6.18699841357876	8.91208556448984	5.3408085886561	4.66811478811522	5.3936863932317	6.31721130290746	8.06344399827816	8.68145351016239	10.7605700854093	4.68612007855311	5.19354504755654	6.59847351624262	8.73016394793458	5.58652357185662	6.51549506545433	5.97981552088197	6.49297122432182	3.75720632609614	6.08831807374968	8.63931010376965	5.83235796120308	3.80882831823492	2.12342580024589	2.40603674488774	6.09235787362241	5.47963955023966	3.1922404929241	4.20351543902045	3.06162135270575	5.13000718696264	2.0243237402145	-1
6.08998447707481	4.21049370541053	7.74274683840742	6.53477347164001	5.36606478603698	6.27185526750315	5.48000807005386	3.18901872835089	6.76797324642943	4.09748873584155	6.91068298164021	4.80497778801972	4.42048480979199	5.26544666889227	6.54994744414251	9.72699790632026	5.75433299393284	1.04188701213643	7.95188869662321	5.89769013372147	6.71842229262743	6.89580870255605	11.9472132731597	2.95467473014833	4.37695569633238	7.49982620105244	7.66946773093874	5.07419910828632	5.24121789747934	6.67381797901531	5.19705264126042	4.61497382266178	7.22650737583967	5.22224270652467	3.50992432009123	5.11838943582333	4.88705108001659	5.00381936226677	8.13965074264499	3.41517888545488	7.75866402677387	5.77413073739268	5.2421102296758	5.46646637996568	5.69014710656052	4.67749407652142	2.08454238050461	7.16484703798127	5.72910031212477	6.04942067362844	5.95286719616359	8.42258097521261	4.97541159594227	4.97793386606129	5.22952364263465	6.86188538262567	8.29150715056851	7.72402947715618	10.5725708166417	4.49050098682259	5.20014274801786	6.18275789597895	8.87234659848121	5.69676326633182	6.26926966254732	6.02819149857766	-1	3.75895178875411	6.3300703543742	9.23242410474233	6.07630907242114	3.68439586589267	-1	4.01267173949719	4.19028473929192	2.2262709658846	1.16735097835104	2.76652605941369	2.76149656743592	4.75420335319624	2.0003900218087	3.00338488496554
5.64330943423116	5.34461491623831	8.10242830565465	6.48209850409507	5.0728286337625	5.68653946997779	5.47260065436126	2.55057874011132	6.77468137150993	3.99511969411323	8.24202904382091	4.74625782708221	4.44352520662586	5.20062308820519	6.81694009022671	9.32623522878601	5.73260318626383	1.04070091758424	7.60077863054952	5.72934365505379	7.14804344680841	6.62359320273818	11.9536933964386	2.2406422832729	4.31479947656164	7.38611253323872	7.53574222466136	5.04335479979391	5.34155220928088	6.10271370303774	5.83389272000341	4.73015571126342	7.19796896409726	5.37231268821189	3.51624216391909	5.03132907457549	4.86352569229082	4.94355962612931	7.89828762127734	3.3312154937321	7.88156441578433	5.60866370198504	5.07673415939292	5.32744800161101	5.35964178501062	4.84999540047943	0.520383157588652	7.33988140997906	5.33029465177234	5.87651739884848	5.95693615822195	8.48741714381564	4.920120206562	4.91123441110817	5.18373125085779	7.04580018494382	8.2366301375192	8.11893660909546	10.666367454313	4.48732032558523	5.25182528016437	6.30349282585884	8.82375621425223	5.70583492802111	6.37212918667311	6.06544072224749	-0.999894440692442	-1	6.00137838892448	8.90160312533335	5.90997029238041	3.85661657760385	-1	3.70439354746	4.3542842375518	2.56732673428004	0.854451003232181	-1	2.63315128713996	4.89281887456382	1.06881728639715	-1
1.87962462250018	6.15489126928936	7.32376322384259	6.56444495578619	4.70666497438909	5.21418778477824	4.82537380863251	2.94811433340703	6.62657079897731	4.17239734424226	7.76952993895606	4.21565532660212	4.12125442006403	6.34802640837718	6.6785518584202	9.17899200784781	5.34669928042051	1.66325302716859	7.71061780975937	5.44215622563535	5.86176235978473	6.15046296336605	12.2251106045048	4.20353388446178	3.21384496840367	7.51865929636624	7.84915140512975	4.39051764070573	4.89357182858661	4.88129189440271	5.09203683065626	4.50644067857262	7.05975393906771	5.39675659022305	2.77675941659374	4.39396176758923	4.40105299440881	5.04702156154586	7.46258684261294	3.2554250183242	7.51325823191368	5.58082620025619	4.64177910372032	4.97074387271233	5.49925437268375	4.51552885094429	0.64793112326361	6.61073835946193	4.833226025429	5.74011942080262	5.4444247605691	8.63398523031439	4.98360342959198	4.09208320180458	5.14570110768333	6.29920259112542	7.6413893727227	9.21187196521643	11.0229492996825	4.51761023734585	4.92200050881452	5.98548550126378	8.44836394082565	5.30710910158465	6.27772065417842	5.54756820753034	6.37689964884318	3.0499499153694	6.06791395081907	8.72597153620204	5.21888399196212	3.2937856088982	1.32220170997672	3.29800517097396	6.08546307061739	5.06146962147781	3.94830871941466	3.84605341560439	2.63204138995581	4.46441880881149	1.44650781469904	1.85678580727541
6.27271520485419	5.3920173370222	7.63498807464791	5.88854172493228	5.2360695833347	6.42142819096344	5.11774855364894	3.49277344042364	7.23013523137403	4.62142202315855	7.02679535783641	5.06114846424591	4.29198779855026	5.28605465409864	6.85115806614579	9.30758761369	6.11962506287546	0.568696643489393	7.81400190492853	5.94926703773598	7.55234268174408	7.19832893912792	12.2792698302334	3.62250256643034	3.84471535918669	7.24636802633824	8.06488709508391	4.94623965049652	6.01201299229481	5.67381556979391	6.00891144298908	4.97405056844836	7.40534709213527	5.64827602692799	3.36954290176603	5.3297548120718	4.8440445723771	5.84278034987249	7.20341437526759	4.00254652577223	8.57652315144473	6.17005796624946	5.86179356049302	4.91514371620566	5.76109543980014	5.60859097000115	1.5158331716519	7.31688554776632	5.47501277821843	6.12306992146601	6.25117353963802	9.28027675326507	5.25918119131577	4.84985748347379	5.48579076926219	6.76577492503634	8.30349715377847	9.27075198043792	10.7063230989074	5.22204147846345	5.50869037112279	6.40807747921073	8.97217079096565	5.84933773521551	6.42863233008054	5.50412593753412	0.989605032677251	3.72771571093011	5.91102726592051	8.37413115288105	5.89722159779201	4.33584854316064	2.83521375802955	4.20115794155698	4.95165053491674	2.65505135143458	3.59242503698039	0.913628817451404	3.58782337747004	5.32148582915976	2.45390512026022	-1
3.91735170952455	4.92127340516266	7.26167284454771	5.91453137633194	4.34424306265862	6.05022986027159	5.19693356058833	2.58089692243488	6.78604918785129	4.32633156701547	6.85514960517217	3.85369843404611	4.03398961603669	6.3120999443602	6.17636421602311	9.3867960753113	5.35368068255465	2.15526006684325	8.01419030498518	5.37075478574632	5.65078771180364	6.69827390256233	12.1264629911446	4.20628888633398	2.66521099830898	7.10302507893938	7.38546218116574	5.03999553513952	4.69745577873608	6.24358645075298	4.91151092685963	4.5085263152466	7.04443268293711	5.08587998434406	3.54451697382049	4.59313714117227	4.62955183898507	4.69599674662406	7.033828143711	3.28826511401766	7.30152722014472	5.59455785951558	4.40195368359536	5.03973770602732	5.13275430269178	4.62536064479765	0.892060621825262	6.83271769185097	4.47314701928527	5.5091924472527	5.27501589028997	8.63608477101906	4.94233426016497	4.0312167634381	4.87017214668154	6.14175426014633	8.18237393404032	8.09589323011692	10.8464532321528	4.51646038884771	5.03067615386864	6.12316052478385	8.72138810420341	5.40967422912137	6.14962880092717	5.77239537376583	5.73288400702668	3.55190171683982	5.74240282784044	8.99471199852332	5.86121928953285	3.1997051621252	1.60510160421097	3.32059652652032	6.65299857962858	5.09261227645994	2.63097962013945	4.38382198473113	2.65392830329897	4.61508145334559	1.28053011541299	4.87659523455009
4.36379022453229	4.77039516459967	6.46304008189922	6.93727949362496	5.41424501780683	6.30450871059351	5.4580618643289	2.81462134185358	6.70600547806092	4.47597472925045	6.41350155618688	4.79949708375551	4.57445484884418	5.82061936268139	7.02478267259898	9.60761751402233	5.9676481165782	-1	7.87709255452561	6.06786588190232	6.75036095320938	6.84000453462679	12.2743401464034	1.35111557920278	3.57794023049135	7.50862590326387	8.15794464708278	5.05053095397131	5.43730078938983	6.05298779993241	5.91873147369818	4.52980585226309	6.97627402290929	5.6862674538508	1.59466643681102	5.11243125775111	5.8398048839106	5.00196009981844	8.8247811210887	3.7041708733104	7.83525302442348	5.64143904638803	5.61072009798698	5.36509104974851	5.91760754103521	4.54791430459743	2.10741101816349	6.86840880846472	5.33971878156982	5.71640209600605	6.35645182315506	9.06648445386549	5.51926619385131	4.8898197288876	5.47892337256351	6.33797160196399	8.35864062284604	7.83433274521781	10.6643538270946	4.67192525925083	5.17843768365315	6.78938125823368	8.34032441332611	5.54564840947383	6.51043807234964	6.4099556415123	-1	4.05218739755424	6.54900622693501	8.8067063787956	6.06295805812767	4.0561730413021	-1	2.50708616694209	5.95596950060651	3.98347141829859	2.01978307664647	4.10610762988135	3.2347937139169	5.24606578239084	1.23827932792393	4.04027408992871
5.27031190401904	4.95257069029426	7.17223130040695	5.75931905545559	4.71235390892874	6.06048560174024	4.9783351329068	2.93776033854898	6.54066475559224	4.23804128292524	7.10551929037533	4.32262958684968	4.10757449609278	6.30127650959264	6.66781074706505	9.79296278345972	5.68013633472139	-1	8.03885352002379	5.59889684965917	6.30109078080991	6.49187045924855	12.222094200573	3.61164275514075	3.45628923370059	7.12996591758176	7.71931375133877	4.45530958385498	4.81305434544804	6.32238273958811	4.9835299665508	4.61357254143432	7.36196518973416	5.32470413650691	2.87257862724832	4.72925443279477	4.80829878751755	5.15159206331408	7.22968256867058	3.61245395305094	7.79625672392455	5.8137577136186	4.94358029727978	5.05411676802102	5.32533652988706	5.03195729926771	1.26898665842094	7.09338528272671	4.66203760014957	5.96314948838389	5.64793371332081	8.85412549310342	4.87439836535423	4.41998986090668	5.02279229776675	6.67641615312847	8.06549222251033	8.63374502474254	10.7596263501029	4.67292017873362	5.14886208870058	6.08937165540511	8.71047314727883	5.43424210796302	6.21279738183623	5.73277293243257	4.93227493374404	2.55495147430665	5.88185629711638	8.58721379778106	6.01489512195032	3.6476035682704	2.0289596151325	3.23465014059403	6.09761683894615	4.6084749965025	3.92660693541106	3.86597795632561	2.98784357187161	4.94369824240048	1.59253891676229	2.27798509724344
4.19331763301	7.05971642131564	7.03858130068045	6.36479257122431	4.66527734527287	6.25415389951074	5.66105686488126	3.55501472001051	6.57994120832938	4.27342805059865	6.9501220513625	4.41113029031177	4.22807783767501	6.27922323195357	6.26722844576852	8.85903884757692	5.47434688698254	1.69286695914699	7.77319054811414	5.65270041328177	5.98021201912899	6.32191919472654	11.876080290027	4.39127116953604	3.64299063309757	6.87217334494496	7.51597638128815	5.20612249095877	5.49629489208215	5.73538377825145	5.12662663655687	4.86585138755667	7.31342246472155	5.22435528935571	3.75693106310827	4.89982886030634	4.49272711917759	4.81228750846657	7.34337226237185	3.54729873647315	7.25494986188168	5.61556212636004	5.01249235247185	5.32271824239717	5.10298443137861	5.07289221626861	0.671922069549902	6.97652074360657	5.27299884646616	5.96293060387836	5.67545885271607	8.28548920991396	4.77896522544861	4.04725710407369	5.37704907059276	7.08186971429867	7.82241704569719	8.88451930908647	10.9330847101702	4.80521321511812	5.2010237558064	6.2103824693046	8.57310568280637	5.72572901420796	6.62193498842635	5.76991926069755	5.63659199754022	2.85507343301602	5.88718522921308	8.67917627430354	5.96274030670824	3.76212281993966	1.35034957217112	3.728348465312	6.68826311064137	4.72179738708783	1.83225957145303	3.09750954813518	3.06029704199411	4.96345281243751	2.04808602888703	3.37813308814261
3.66875369102166	3.65240786812621	7.06295790062221	6.77746786069956	5.09135417876152	4.68825853951224	4.76404709177481	2.47794556253487	6.17578452148977	4.04597612800564	8.01943416187562	4.19949498875184	4.23387382616953	5.70410736447279	6.89620994962967	9.39155559943733	5.40522297015828	-1	7.54665654152443	5.51319919304998	6.21236377981446	5.92224880782953	12.0590230147078	3.54110285751573	4.33278836725455	7.42789987890474	7.91906857682164	4.90739864298338	4.78304596485673	6.32105364593088	4.93207514283688	4.42960635692153	7.1290049204281	5.52954954101998	1.85244568929681	4.60704113243422	4.43994762372177	4.66697325674874	8.09752365933851	3.42470463081646	7.46456619741709	5.55111281212323	5.00831190768541	5.12897088680077	5.70757436140362	3.92746167030638	1.37288602308349	6.70533246321556	4.41593215148973	5.97897323654393	5.61098192172727	8.75075471176834	5.02566393943066	4.24294775189391	5.11609928438403	6.01025778388896	7.86821999442614	7.69525746873579	10.7605525232076	4.26105722194365	4.73243287451798	6.20650709125097	8.41837702043527	5.01623448161212	6.08123646062926	5.51786221038815	6.27391187432494	4.30282425583621	6.29250339924031	9.23101816367354	5.66043989927201	3.63556866128308	2.14356569286684	2.72147926918921	5.7907560438803	4.85699524908431	1.77645521924216	4.2959010839955	2.99915634021804	4.72411393503459	1.04652393032024	-1
3.09360945011894	4.38628124121347	8.36761991647075	4.54089938820118	4.28233305864797	4.22730207035801	5.48758636482325	2.99965426553106	6.1218378778439	3.18910821412731	8.14093234838501	1.33268769875868	3.18480532840582	6.47688560747479	7.12064093657345	9.5950913864022	4.91103504752719	1.65790112426123	7.16662537102342	4.6071637746958	5.82402775593824	7.12843242216884	11.8018115704937	5.3813449601065	3.30215243130049	5.62450448664076	6.18767770096973	4.15437239646617	4.50627031160067	6.16291475056961	4.98908754177591	3.62895486224082	7.85550514201041	3.9961316077712	3.2257762503382	4.55384709809741	6.04611003429162	3.42117555598227	5.53219735852908	2.55070949384538	7.18554506398314	5.33005308239022	5.14720717134113	5.28796672434766	3.60592076475552	3.735726632931	-1	6.21757139046252	3.879762921534	5.68578647954857	5.49197198779597	9.37914438245738	3.84771694476549	3.62682553965752	4.52489649450858	6.44448434624189	7.88713029107338	9.15657489579023	10.9428876628546	3.92564276480704	3.34408291640453	5.6005545400959	8.16205179704629	4.0499816747317	5.53061227021457	5.10622795346242	6.23010228977214	-1	4.23875202347619	7.11242329257294	5.19256808971192	3.00898750659312	3.24222938733562	3.65338664485655	3.72903543092086	1.39821746362658	-1	1.20923771881922	1.96509361154452	3.52044353642453	-0.368559915988385	-1
5.27146969641079	5.00949435468993	7.8483187628225	6.22301975164604	5.30458407756186	5.33215188788731	4.69210136393191	2.67599117093383	7.19783699904317	4.48485491089416	8.28857676998766	4.82653672186162	4.28733814664778	5.0747861420953	6.8351163739965	9.41625132600623	5.79787407993912	-1	7.8182043356254	5.75531979386236	6.86205798891268	6.41734595188437	11.8917765592764	2.14459839906411	4.95126183188143	7.66813716633863	7.66120943516408	4.69993997543809	5.08987888193774	5.69418347896355	5.69536467870556	4.30455539335875	7.41920222199665	5.46116474123457	2.90441373178212	5.09027703819273	5.12183534999401	5.21077814393166	8.0129937118423	3.3963698282511	8.31879198898715	5.81644154693948	5.13032934865668	5.28694671448146	5.79005942999206	4.65008146811088	-1	7.18973619589403	5.45400120533361	6.25127205763524	5.93282189868502	8.76318667190084	5.08282010981324	4.48739065549304	5.21978259370591	6.66811073217475	8.77781918316435	7.67889983509929	10.4826346098549	4.69438048793624	5.10985805494222	6.31841299355918	9.35441637957756	5.9116408044767	6.28459854765647	5.80516879796222	1.59163553496517	-0.812573586169197	6.02911210526855	8.59470303070492	6.07559884754074	3.5536286839197	-1	2.78088723397863	6.54521030756644	5.7011151898447	3.98135923752561	4.28411846770342	2.98370925626537	4.77641832609191	1.13617089868954	-1
2.13234150299785	3.54497555028049	7.75427242120035	6.65428498962309	5.11026080351501	5.13259721430971	4.90622814648101	2.6102512301227	6.5474276989615	4.44088692909642	7.74060551821118	4.26924496743322	4.01840974221781	5.09324748245419	7.00805196477852	9.77856546920978	5.73126914679892	-1	8.09340999836442	5.75001834525616	6.89200781286632	6.7268634362382	12.5080098131884	4.76474084771621	4.0955170169528	7.62667786511408	8.10200445844987	4.77285682871887	5.29182327548625	6.57096991639177	5.41394157459025	4.62957874227966	7.27642212525392	5.48911362036614	2.93475732438892	4.44088692909641	4.99457505209108	4.94204944712908	8.0649311912377	3.95616567979492	8.03549293017911	5.83711232893504	5.40692990712554	5.02050785812874	5.85942972056221	4.51011959786748	1.38838795744868	6.93282952697727	5.36048693049393	6.07438386597491	6.07300902801536	9.26639341224159	4.78123592635056	3.80782609215173	5.0444380863633	5.72848653389017	8.17374848569633	7.99672913315459	10.6746116366096	4.72723369135049	5.18259518002861	6.35821357168146	8.86878593818445	5.64312308146399	5.87713563257315	5.4058833392593	5.66289236787783	3.7338949885414	6.34530410973484	8.75801216812281	5.98263580841267	3.45832329773154	-1	3.53838483640922	5.7604681823832	4.94396314527707	4.19298507712817	4.1320011198643	2.65945845804342	5.20829475462185	1.80704455561191	-1
3.12899421998836	2.98617528700416	7.26099792301538	6.93957268683918	5.15532960453472	5.04290810936163	4.46706169141989	2.53378593131669	6.394638585596	4.43383329837339	7.76388727636818	4.65093706024768	4.24090372226273	5.65493859841135	6.66369282195888	9.50613385943343	5.66657988946142	0.65147749558714	7.6963915396463	5.63155124314385	6.39000932652398	6.42539095289736	11.7369517049663	2.34097464346651	4.05394418921537	7.62769200072737	8.05326104829421	4.89771115172531	4.80088034647869	5.91181128160981	5.15581529448099	4.30922152660796	7.03170723126571	5.61429986887789	2.83412861332552	4.97256407938516	4.50300322096782	5.05030044729794	8.16066076553997	3.34727591977712	7.42168642095466	5.54229673082993	5.39361981261493	5.54070249042692	5.9541875724168	4.32815018534335	0.835868504109298	6.78363646480295	5.28360948323513	6.07535865533467	5.97668997760742	9.01100378602149	5.10170079045274	4.29409901785471	5.16133100247952	6.09376888840004	7.85165249804946	8.64305129358352	10.999350992012	4.6648923132579	4.9077028960276	6.27989751070357	8.4789944236633	5.47311706785086	6.38502341379834	5.65423270514917	6.19834404962306	4.26039311150604	6.43598430189906	9.12006047211401	5.7053482683285	3.58319514193297	1.54064533592842	3.12845434167615	4.51069201962258	2.64181932079891	2.55991054610918	2.17594848984321	2.32490643147142	4.9393891040075	0.855801513773455	-1
2.14185712836508	4.26746243766368	6.6430148745833	7.1547658724931	5.13004604244686	4.9370751101019	5.05748906083661	2.97704978772661	6.55152883260476	3.990211285158	7.61445125790331	4.55324267755377	4.49926826771879	5.80834415502074	7.02993051367798	9.20474039623926	5.47695419378999	1.18780948457022	7.74713510319378	5.72178652941968	6.33459988092213	6.25594280429374	11.6630091669354	2.58850232445976	4.44737336481467	7.539832145355	7.87467075069674	5.15585135836607	4.63527682801969	5.90033522821529	5.30054726453436	4.26260041218835	7.02851360287254	5.42758947977276	2.30650879867272	4.55996350032738	4.60926243156424	4.91772364944938	8.32253595928337	3.46348571302974	7.72194407432618	5.54106619123129	5.02005310627231	5.3721445335121	5.92514927022124	3.96406158628483	1.39707956318136	6.74462231904518	5.17255805022387	5.96889872680575	5.55852006885783	8.60474684994831	5.24408907846902	4.38599456777932	5.26355413501044	6.00243918743946	8.26936010037775	8.23715372755695	10.9214260764061	4.44951792157667	4.73591297391246	6.44299168822766	8.96871709910616	5.50334009362426	6.44202910306817	6.38718826373518	5.75666506047508	3.97328302979326	6.34761355764795	9.14482126169051	5.78050805641561	3.51280702975204	1.32211513802096	3.94820401385557	5.96992331756025	5.61825759021456	3.4535212028516	4.23054493755971	2.84307943179156	4.73317771133442	2.7998152932835	3.11070915276971
3.48036682106463	1.64533989408375	7.31196597354218	6.4623994827305	4.94647331438713	5.56893747652125	5.03874765661833	2.09123860591179	6.18782403226732	3.91259236729476	7.49494955032647	3.78199300316182	3.76844732171225	6.43736493165538	6.62018675691807	9.58874374335803	5.06948548662312	1.28543517534858	7.70823718027616	4.83921136697833	5.77912751308021	6.03566505498332	11.9713716301927	4.45341879700271	3.57128295449807	7.14670286618464	7.23649853069444	4.66300974680693	3.98476818191249	6.08420808097595	4.37415332484136	4.19413706481292	6.67068250530602	4.74793720209578	3.02053841919524	5.02888536000971	4.49275708770896	4.05950636299539	7.43845902749157	2.61123757907374	7.00030266032551	5.21044898562655	4.51010836222834	5.62855752540769	5.21160033385273	3.43890186866175	0.733383332449912	6.42793710547293	4.60305488335214	5.81475497551251	5.29588901950769	8.26670563953576	4.50647963604478	3.34152897847251	4.84142364143596	5.59529382758129	7.88703980412153	6.72817827868277	11.2323303913568	3.69442847623333	4.23221025820634	5.86151577983449	8.24792980782655	4.971490125317	5.97963634178638	5.37958414118416	0.248989896700919	-0.999991604534613	5.88152133771371	9.15752157736644	5.42811297272573	3.34199780270084	-1	3.50466002720507	4.3696008390474	1.63094084026019	1.90884884826471	1.21288328872652	2.78391230134964	4.1987548712976	1.87010068486667	2.51513111636301
